neuroNamesID,cNIDType,cNID,cTypeId,cType,brainStructureType,standardName,standardAcronym,brainInfoURL,cDefinition,synonyms,parents
4665,a,NA,6,ancillary concepts,Not Defined,area 31pv,31pv,http://braininfo.org/centraldirectory.aspx?ID=4665,"refers to a part of posterior cingulate cortex located caudally in the posterior cingulate gyrus. It is  bounded caudally by area v23ab, dorsally by area 31pd, and rostrally by area 31a and ventrally by area d23ab. It is considered one of three parts of area 31 of Vogt-2009. The others are area 31pd and area 31a. Defined in the human by multiple criteria, it is fMRI-activated in BODY, FACE and STORY tasks. It is deactivated in PLACE and THEORY OF MIND  tasks. Other authors have referred to overlapping parts of the same topological area as 31, 31d and 31v ( Glasser-2016 ). ",,
4666,a,NA,6,ancillary concepts,Not Defined,area 31pd,31pd,http://braininfo.org/centraldirectory.aspx?ID=4666,"refers to a part of posterior cingulate cortex located caudally in the posterior cingulate gyrus. It is  bounded caudally by area 7m, dorsally by area PCV, rostrally by area 31a and ventrally by area v23ab and area 31pv. It is considered one of three parts of area 31 of Vogt-2009. The others are area 31pv and area 31a. Defined in the human by multiple criteria, it is fMRI-activated in BODY, FACE and STORY tasks. It is deactivated in PLACE and LANGUAGE  tasks. Other authors have referred to overlapping parts of the same topological area as 31, 31d and 31v ( Glasser-2016 ). ",,
4667,a,NA,6,ancillary concepts,Not Defined,area 31a,31a,http://braininfo.org/centraldirectory.aspx?ID=4667,"refers to a part of posterior cingulate cortex located caudally in the posterior cingulate gyrus. It is  bounded caudally by area 31pd, dorsally by area 23c, rostrally by area 23d and ventrally by area 31pv. It is considered one of three parts of area 31 of Vogt-2009. The others are area 31pv and area 31pd. Defined in the human by multiple criteria, it is fMRI-activated in BODY, FACES, PLACE, and THEORY OF MIND tasks. It is deactivated in FACE and LANGUAGE  tasks. Other authors have referred to overlapping parts of the same topological area as 31, 31d and 31v ( Glasser-2016 ).",,
4668,a,NA,6,ancillary concepts,Not Defined,area 23d,23d,http://braininfo.org/centraldirectory.aspx?ID=4668,"refers to a part of posterior cingulate cortex located in the posterior cingulate gyrus. It is  bounded caudally by area 31a and area d23ab, dorsally by area 23c, rostrally by area p24pr and ventrally by retrosplenial cortex. Defined in the human by multiple criteria, it is fMRI-activated in SOCIAL and CUE tasks. It is deactivated in TOOL, FACES, and THEORY OF MIND   tasks. It is more activated or deactivated in LANGUAGE tasks depending on the task with which it is compared ( Glasser-2016 ).",,
4669,a,NA,6,ancillary concepts,Not Defined,area 23c,23c,http://braininfo.org/centraldirectory.aspx?ID=4669,"refers to a part of posterior cingulate cortex located in the posterior cingulate gyrus. It is  bounded caudally by area PCV, dorsally by area 5mv, area 24dd and area 24dv, and ventrally by area 31a, area 23d and area p24pr. The structures dorsal to it belong to the task positive network; those ventral to it belong to the task negative network. Defined in the human by multiple criteria, it shows no distinctive pattern of task-dependent fMRI activation or deactivation relative to surrounding structures ( Glasser-2016 ).",,
4670,a,NA,6,ancillary concepts,Not Defined,area PCV,PCV,http://braininfo.org/centraldirectory.aspx?ID=4670,"refers to a part of posterior cingulate cortex located in the posterior cingulate gyrus. It is  bounded caudally by area 7Pm and area 7m, dorsally by area 7Am, rostrally by area 23c and area 31a, and ventrally by area 31pd. Defined in the human by multiple criteria, it is fMRI-activated in EMOTION, FACE, FACES, STORY, and PLACE tasks. Other authors have referred to the same topological area as PrCu ( Glasser-2016 ). ",,
4671,a,NA,6,ancillary concepts,Not Defined,area 7m,7m,http://braininfo.org/centraldirectory.aspx?ID=4671,"refers to a part of posterior cingulate cortex located in the posterior cingulate gyrus. It is  bounded caudally by area POS2, dorsally by area 7Pm, rostrally by area PCV and area 31pd, and ventrally by area POS1 and area v23ab. Defined in the human by multiple criteria, it is fMRI-activated in WORKING MEMORY, STORY, RELATIONAL, FACE, FACES, EMOTION, AND THEORY OF MIND tasks. It is deactivated in a PLACE task. It can be activated or deactivated in LANGUAGE tasks depending on the other task with which it is compared ( Glasser-2016 ). ",,
4672,a,NA,6,ancillary concepts,Not Defined,area 8BM,8BM,http://braininfo.org/centraldirectory.aspx?ID=4672,"refers to the more caudal of two parts of dorsomedial prefrontal cortex in the human ( Bzdok-2011 ). The other is area 9m. Located on the medial surface of the superior frontal gyrus, it is a spindle-shaped area bounded dorsally by dorsolateral prefrontal cortex: area SFL, area 8BL and area 9m, and ventrally by anterior cingulate cortex: area SCEF, area a32pr, and area d32. Defined in the human by multiple criteria, it is fMRI-activated in MOTOR CUE, WORKING MEMORY, MATH, LANGUAGE MATH, and RELATIONAL tasks. It is deactivated in a THEORY OF MIND task. Other authors have referred to an overlapping part of the same topological area as 8B ( Glasser-2016 ).",,
4673,a,NA,6,ancillary concepts,Not Defined,area 10v,10v,http://braininfo.org/centraldirectory.aspx?ID=4673,"refers to the more ventral of two parts of ventromedial prefrontal cortex in the human ( Bzdok-2011 ). The other is area 10r.  A narrow strip of cortex, it is located on the medial surface along the margin of the medial orbital gyrus. It is bounded dorsally by the other component, area 10r, anterolaterally by area 10pp, inferolaterally by area OFC, and posteriorly by anterior cingulate cortex, area 25. Defined in the human by multiple criteria, it is fMRI-activated in FACES, LANGUAGE MATH, and THEORY OF MIND  tasks. It is deactivated in a MATH task. Other authors have referred to overlapping parts of the same topological area as 10 and Fp1 ( Glasser-2016 ).",,
4674,a,NA,6,ancillary concepts,Not Defined,,,http://braininfo.org/centraldirectory.aspx?ID=4674,,,
4675,a,NA,6,ancillary concepts,Not Defined,area 33pr,33pr,http://braininfo.org/centraldirectory.aspx?ID=4675,"refers to a very thin, narrow strip of midcingulate cortex located ventrally, adjacent to the body of the corpus callosum in the caudal half of the anterior cingulate gyrus. It is bounded dorsally by area a24pr and p24pr, caudally by area RSC and rostrally by area p24. It is topologically equivalent to the combination of area a33' and area p33' as defined by microscopic internal structure ( Vogt-2012, Glasser-2016 ).  Defined in the human by multiple criteria, it is fMRI-activated in MATH and THEORY OF MIND tasks. It is deactivated in LANGUAGE and LANGUAGE STORY tasks. Other authors have referred to overlapping parts of the same topological area as 33' and 16 ( Glasser-2016 ). It has no equivalent in the macaque, the rat or the mouse ( Vogt-2016 ).",,
4676,a,NA,6,ancillary concepts,Not Defined,anterior cingulate cortex,ACC,http://braininfo.org/centraldirectory.aspx?ID=4676,"refers to one of four parts of the cingulate cortex in the human and the macaque and one of three parts in the rat and mouse ( Vogt-2013 ).  It is confusingly, but not uncommonly, equated with the anterior cingulate gyrus, which is defined by dissection ( Carpenter-1983 ) and which contains the midcingulate cortex as well ( Vogt-2012 ).  In all species, it is an area of agranular cortex defined on the basis of multiple criteria including internal structure, connectivity, and function ( Vogt-2013 )..
The other parts of cingulate cortex in the primate are the midcingulate cortex, the posterior cingulate cortex, and the retrosplenial cortex. The composition is the same in the rodent, except that the rodent lacks posterior cingulate cortex ( Vogt-2013 ).
In the human the anterior cingulate cortex is located rostrally in the anterior cingulate gyrus and the subcallosal gyrus of the limbic lobe as well as adjacent parts of the frontal lobe: the superior frontopolar gyrus and the superior rostral gyrus. Its location in the macaque is similar, except that the macaque has no superior frontopolar gyrus or superior rostral gyrus. The rat and mouse have no sulcal landmarks  by which to judge its location.
In humans it is composed of eight areas organized in concentric arcs around the genu of corpus callosum. Listed in radial order from caudal to rostral and from ventral to dorsal, they are firstly, area 33o immediately adjacent to the corpus callosum; secondly, area 25, area s24ab, area p24ab,  and area 24c, and thirdly, area s32, area p32 and area d32. 
In the macaque it is similar except that it is rotated dorsally to a position more rostral to the genu; s24ab and p24ab are combined in a single area 24ab; and the macaque lacks areas 33o and d32.
In the rat it is rotated to an even more dorsal position relative to the genu; it is composed of the inner area 33o, a second arc of area 25 and area 24a, and a tertiary arc composed of area s32 (named v32 in the rodent} and p32 (named d32 in the rodent)  and area 24b ( Vogt-2013 )..  The mouse is the same as the rat, except that, like the macaque, it lacks an area 33o ( Vogt-2013 ).
In a different organizational scheme, the same areas are grouped as subgenual anterior cingulate cortex and pregenual anterior cingulate cortex ( Vogt 2012; Vogt-2013 ).
",,
4677,a,NA,6,ancillary concepts,Not Defined,occipital place area,OPA,http://braininfo.org/centraldirectory.aspx?ID=4677,"refers to a functionally defined area near the transverse occipital sulcus on the dorsolateral aspect of the occipital lobe in humans. Identified by fMRI activation in individuals performing a task that involves viewing and describing a scene showing both boundary information, like walls of a room, and objects in the scene ( Kamps-2016 )",,
4678,a,NA,6,ancillary concepts,Not Defined,area p24pr,p24pr,http://braininfo.org/centraldirectory.aspx?ID=4678,"refers to a narrow strip of posterior midcingulate cortex in the caudal half of the anterior cingulate gyrus of the human. It is bounded ventrally by area 33pr and area 23d,  dorsally by area 23c and area 24d, and rostrally by area a24pr. Defined in the human by multiple criteria, it is fMRI-activated in MOTOR CUE and SOCIAL RANDOM tasks. It is deactivated in FINGER TAP, TONGUE MOVE AND LANGUAGE STORY tasks. Other authors have referred to overlapping parts of the same topological area as p24' ( Glasser-2016 ). The macaque has an equivalent area p24', which has two parts: p24a' and area p24b'. The rat and mouse have an area 24a' and area 24b', which are not subdivided into a- and b-parts ( Vogt-2016 ).",,
